,temp,salt,p
92,0.2792072500000004,34.86431861134693,760.6173963058245
93,0.2792013533333337,34.86411057532608,760.6176942210017
94,0.2793864925925925,34.86414015682356,760.6181528689608
95,0.27937294312757194,34.86415502035827,760.6187975752921
96,0.2791935157658897,34.86435636368085,760.6195301893006
97,0.2793042278179139,34.8642314571804,760.6202391771452
98,0.2791095727472669,34.86445001471364,760.6208166018531
99,0.279402156581207,34.864120822749214,760.6211269804546
100,0.2790986906742729,34.86445035847835,760.6210279100374
101,0.27926044830221186,34.86416149856298,760.6205344731738
102,0.2793873797906091,34.8641146823886,760.619769366446
103,0.2791917398371408,34.864108919312855,760.6188966457096
104,0.27930284653999815,34.86411523143336,760.6180967500774
105,0.27920121841999895,34.86432544893879,760.6173011552398
106,0.27939466321555434,34.86388248313185,760.6158697786241
107,0.2789156980565424,34.8645539045225,760.6123553991177
108,0.279310803377311,34.86423311800322,760.604581257489
109,0.2793805537379081,34.86415136092299,760.5899724482452
110,0.27918926801837346,34.864273219064906,760.565757624486
111,0.2793009240142902,34.86426430612435,760.5291530338841
112,0.27919972312222613,34.864205144677285,760.4776911691586
113,0.2794862202061761,34.864291264946,760.4094536978143
114,0.27937173571591417,34.86456524008683,760.3234110861656
115,0.27953548079491836,34.86423843193315,760.2195793365082
116,0.2800283263325548,34.86412299250546,760.0986369485771
117,0.2799991604808761,34.86435392912989,759.9618216241118
118,0.28029972926290386,34.8641267725174,759.8108845638643
119,0.28011174498225894,34.86467060798791,759.6476335619889
120,0.280564416319534,34.864273964174366,759.4736577857705
121,0.2810583949151934,34.86396704811829,759.2903712910654
122,0.2809503858229286,34.86448432730024,759.0989404709908
123,0.2811410975448172,34.864837219962624,758.9003919348995
124,0.28165491713803287,34.86416338867676,758.6955989422893
125,0.2816420644406923,34.86456109780121,758.4851960322518
126,0.2824286812316496,34.86406271985358,758.2697678724021
127,0.2824861742912828,34.86436325461164,758.0499029744101
128,0.28252541555988675,34.864472054739146,757.8261992490181
129,0.28281553210213456,34.864503327986945,757.5992681301345
130,0.2829479916349933,34.86433287279865,757.3696414895651
131,0.28297054016055034,34.86400219991618,757.1377858149347
132,0.2824429890137619,34.863850409998534,756.9041263417606
133,0.28250531145514823,34.86344034810847,756.6688871646155
134,0.28231869113178176,34.8637871350817,756.4321522713434
135,0.28270196865805247,34.863493989236005,756.1938527566731
136,0.2826684289562631,34.86362346688448,755.953824887712
137,0.2828011047437602,34.86314994963991,755.7118826060886
138,0.28290162368959176,34.86328524586995,755.4679885795279
139,0.28304428731412645,34.86299488933929,755.2223550359363
140,0.282336978466543,34.862362424885504,754.9753163030441
141,0.28236449214064463,34.86226054348084,754.727182759453
142,0.28249920510939003,34.86251467730354,754.4781935823078
143,0.28297128397397,34.8624133595507,754.2285754853295
144,0.2837624546464212,34.86217972652882,753.978555778998
145,0.2843007038361057,34.862099803187945,753.7283753398851
146,0.28446280520585976,34.86230027902158,753.478204364086
147,0.2847825338267798,34.862109042798934,753.2280213058244
148,0.2848048507541622,34.86249023890219,752.9778540340608
149,0.2851214972532379,34.86251686023285,752.7278231649894
150,0.2854196711969626,34.86223202366465,752.4778858228548
151,0.2850320503754154,34.86173089373977,752.2280324685644
152,0.2847563214031012,34.860946938690184,751.9782883519305
153,0.28540743053574524,34.86109684808241,751.7286620923225
154,0.28559039263891295,34.861273479064316,751.479191941738
155,0.28559346983026573,34.86134369710815,751.2297972354069
156,0.28561714320131787,34.86072382463938,750.9803382475626
157,0.2855428358232476,34.86073729571863,750.7307801893008
158,0.28596549952919176,34.860644535541226,750.4811033542903
159,0.2863411174115942,34.860378500789125,750.2313061188836
160,0.28640245965346206,34.8605849048904,749.9814051893007
161,0.2865403130638037,34.860717121304965,749.7313854829695
162,0.2870890862718478,34.86051811791984,749.4812975752922
163,0.2873280471003255,34.86075111145501,749.231297575292
164,0.2876233649669202,34.86056361755566,748.9814806335539
165,0.28781890830760465,34.86051178879446,748.7317713058243
166,0.2878423042392481,34.86091506216907,748.4820777645929
167,0.28839584774163757,34.86091318701995,748.2323533542904
168,0.2884828949101633,34.86099520390175,747.9825085435913
169,0.28919776937457115,34.860704905968035,747.7324245557469
170,0.28918123395799994,34.861022718206975,747.4820190265607
171,0.28991792863399957,34.860684713790256,747.2313061188835
172,0.29016721052485706,34.86044243193039,746.9803467911539
173,0.2904587840590158,34.86037886082378,746.7293346676147
174,0.2903956853792349,34.860594932372834,746.4785665607766
175,0.29044936418384937,34.86065590438697,746.2282545585268
176,0.2907473348096602,34.86019211992609,745.9784937356723
177,0.29095440707418035,34.85977006552465,745.7292952549523
178,0.2909683183910292,34.86013638988758,745.4805370923226
179,0.29152657297080053,34.859711443962496,745.2319350387164
180,0.29196787421538484,34.85993065552093,744.9832286941756
181,0.2920057558818072,34.859794136554655,744.7343162619678
182,0.2919524856858504,34.85995120926814,744.4850797450478
183,0.2921192022001056,34.85943231897602,744.2353553347451
184,0.2922434117111931,34.85948453303185,743.9851962256112
185,0.29258595133092835,34.859743843102855,743.7348169417384
186,0.29286241659072226,34.859792416963025,743.4843703762417
187,0.2930492817927841,34.85947749776387,743.2339720899627
188,0.2930659280610544,34.85939043127225,742.983825444253
189,0.29257722182526413,34.8591560858801,742.7340003398851
190,0.2925991636418724,34.85952564764816,742.484422575292
191,0.2928813517214565,34.85936581475535,742.235027868961
192,0.29246957197383117,34.85887860593548,741.9857240704173
193,0.29224713121774176,34.8590586052039,741.7363576140084
194,0.292533919836022,34.85916567866368,741.4868320484661
195,0.2929430007613504,34.85932627741825,741.2371227207365
