,SOURCE,INSTRMT,PROF_NO,i_offset,temp,salt,p
2,ITP,8,1301,3,-1.0562826082052044,34.01943373240585,223.11980615995944
3,ITP,8,1301,3,-1.0349040240724294,34.03967287600985,224.6198061599592
4,ITP,8,1301,3,-1.0159542630532044,34.05272400621036,226.11980615995898
5,ITP,8,1301,3,-0.9849886116716906,34.08318017429425,227.61980615995876
6,ITP,8,1301,3,-0.9336710417225371,34.115785167421016,229.11980615995853
0,ITP,1,1259,4,-0.479090552556603,34.365549890432476,220.30775850251482
1,ITP,1,1259,4,-0.46894030359230765,34.36966437928217,221.8077585025146
2,ITP,1,1259,4,-0.42896620681426756,34.383289335365376,223.30775850251436
3,ITP,1,1259,4,-0.42424613674647466,34.38351008359209,224.80775850251413
4,ITP,1,1259,4,-0.3901424961334904,34.397606101078985,226.3077585025139
5,ITP,1,1259,4,-0.38661667914574566,34.39732629719204,227.80775850251368
6,ITP,1,1259,4,-0.35362001898937556,34.41205206441689,229.30775850251345
0,ITP,8,1301,4,-1.1119343149365497,33.97113363687013,220.1573061599599
1,ITP,8,1301,4,-1.0769278253146042,33.9999632297733,221.65730615995966
2,ITP,8,1301,4,-1.0557122276958397,34.019717694660464,223.15730615995943
3,ITP,8,1301,4,-1.0340768213486433,34.040498307711566,224.6573061599592
4,ITP,8,1301,4,-1.0156856183490997,34.05302071733521,226.15730615995898
5,ITP,8,1301,4,-0.9831944688750385,34.08445877087897,227.65730615995875
6,ITP,8,1301,4,-0.9316666193260587,34.11624679931754,229.15730615995852
0,ITP,1,1259,5,-0.47677953386357796,34.36733660986675,220.3452585025148
1,ITP,1,1259,5,-0.4688178925962569,34.36966537805263,221.84525850251458
2,ITP,1,1259,5,-0.4288589260212514,34.38322594475627,223.34525850251435
3,ITP,1,1259,5,-0.42403024054144955,34.383695867374165,224.84525850251413
4,ITP,1,1259,5,-0.3901176753873843,34.397694318414736,226.3452585025139
5,ITP,1,1259,5,-0.3864996023252868,34.39729418628785,227.84525850251367
6,ITP,1,1259,5,-0.3536035826415729,34.412070479767856,229.34525850251345
0,ITP,8,1301,5,-1.1110598022440799,33.97215271223226,220.19480615995988
1,ITP,8,1301,5,-1.0764794459763305,33.999790687384944,221.69480615995965
2,ITP,8,1301,5,-1.0551533608258377,34.02041060903486,223.19480615995943
3,ITP,8,1301,5,-1.0331019118485125,34.041211549426706,224.6948061599592
4,ITP,8,1301,5,-1.015389579334435,34.053432096343116,226.19480615995897
5,ITP,8,1301,5,-0.9814003260783863,34.08573736746368,227.69480615995874
6,ITP,8,1301,5,-0.9305944116863593,34.116778238729474,229.19480615995852
0,ITP,1,1259,6,-0.474468515170553,34.36912332930102,220.3827585025148
1,ITP,1,1259,6,-0.46869548160020613,34.3696663768231,221.88275850251458
2,ITP,1,1259,6,-0.4287516452282353,34.38316255414716,223.38275850251435
3,ITP,1,1259,6,-0.4238143443364244,34.38388165115624,224.88275850251412
4,ITP,1,1259,6,-0.39009285464127813,34.397782535750494,226.3827585025139
5,ITP,1,1259,6,-0.38638252550482793,34.39726207538366,227.88275850251367
6,ITP,1,1259,6,-0.3535871462937702,34.41208889511881,229.38275850251344
0,ITP,8,1301,6,-1.1101512999750152,33.9732505293734,220.23230615995988
1,ITP,8,1301,6,-1.0761899766073422,33.9996517907664,221.73230615995965
2,ITP,8,1301,6,-1.0545994944549495,34.021281135773876,223.23230615995942
3,ITP,8,1301,6,-1.032127002348382,34.04192479114184,224.7323061599592
4,ITP,8,1301,6,-1.0150500175503587,34.05402565419518,226.23230615995897
5,ITP,8,1301,6,-0.9795082586087971,34.08649729139828,227.73230615995874
6,ITP,8,1301,6,-0.9298836072911828,34.117336741285804,229.2323061599585
0,ITP,1,1259,7,-0.47278508637636724,34.37040219544866,220.4202585025148
1,ITP,1,1259,7,-0.4685730706041554,34.369667375593565,221.92025850251457
2,ITP,1,1259,7,-0.42864436443521914,34.383099163538056,223.42025850251434
3,ITP,1,1259,7,-0.42359844813139924,34.38406743493831,224.92025850251412
4,ITP,1,1259,7,-0.39006803389517203,34.397870753086245,226.4202585025139
5,ITP,1,1259,7,-0.386265448684369,34.397229964479465,227.92025850251366
6,ITP,1,1259,7,-0.3535707099459675,34.41210731046978,229.42025850251343
0,ITP,8,1301,7,-1.1089096727352197,33.974662804557994,220.26980615995987
1,ITP,8,1301,7,-1.0760734810739312,33.99952646409766,221.76980615995964
2,ITP,8,1301,7,-1.0539762947263502,34.02210879258776,223.26980615995942
3,ITP,8,1301,7,-1.0311795827988026,34.04243783520399,224.7698061599592
4,ITP,8,1301,7,-1.014566734009582,34.05465709726876,226.26980615995896
5,ITP,8,1301,7,-0.9775786150720286,34.087058188083056,227.76980615995873
6,ITP,8,1301,7,-0.9291728028960063,34.11789524384213,229.2698061599585
0,ITP,1,1259,8,-0.47269402724435294,34.37039249693337,220.4577585025148
1,ITP,1,1259,8,-0.4683513969947899,34.369647835219936,221.95775850251457
2,ITP,1,1259,8,-0.42855716875724825,34.38307659666479,223.45775850251434
3,ITP,1,1259,8,-0.42286093606279906,34.38429523286831,224.9577585025141
4,ITP,1,1259,8,-0.3900287726350906,34.39793801371234,226.45775850251388
5,ITP,1,1259,8,-0.38614837186391016,34.39719785357527,227.95775850251366
6,ITP,1,1259,8,-0.3535542735981648,34.412125725820744,229.45775850251343
0,ITP,8,1301,8,-1.1076046719707313,33.97613490208054,220.30730615995986
1,ITP,8,1301,8,-1.0759660982407628,33.99981000206091,221.80730615995964
2,ITP,8,1301,8,-1.0529980622278379,34.02271692695576,223.3073061599594
3,ITP,8,1301,8,-1.0303119977099902,34.04236947874151,224.80730615995918
4,ITP,8,1301,8,-1.0138226939859085,34.05535727605325,226.30730615995896
5,ITP,8,1301,8,-0.97564897153526,34.08761908476783,227.80730615995873
6,ITP,8,1301,8,-0.9285354901162616,34.118980656093086,229.3073061599585
0,ITP,1,1259,9,-0.4726029681123387,34.37038279841807,220.4952585025148
1,ITP,1,1259,9,-0.4681187852041408,34.36962603154824,221.99525850251456
2,ITP,1,1259,9,-0.42849346341983957,34.383101774773614,223.49525850251433
3,ITP,1,1259,9,-0.42016712867787565,34.38468060284808,224.9952585025141
4,ITP,1,1259,9,-0.3898847000230836,34.39785316748997,226.49525850251388
5,ITP,1,1259,9,-0.38595340469880174,34.39720510423184,227.99525850251365
6,ITP,1,1259,9,-0.35352045311744135,34.412125235364684,229.49525850251342
0,ITP,8,1301,9,-1.1065063600103486,33.977141792112064,220.34480615995986
